res_9,Health Care Systems,Food Access Systems,Emergency Systems,Education Systems,Financial Systems,Public Transport,Green Spaces Systems,Food and beverages,Other Systems,gross_amenity_score
891958a75c7ffff,,1,,,,,,,,0.9
89195910197ffff,,2,,,,,,,,1.8
89195910833ffff,,1,,,,,,,,0.9
89195912b93ffff,,2,,,,,,,,1.8
891959aa54bffff,,2,,,,,,,1,1.9
891959b0d63ffff,,1,,,,,,,,0.9
891959d935bffff,,2,,,,,,,,1.8
89195bc4e8bffff,,1,,,,,,,,0.9
89195bc4e8fffff,,1,,,,,,,,0.9
89195c391a3ffff,,1,,,,,,,,0.9
89195c95c5bffff,,1,,,,,,,,0.9
89195cd118bffff,1,1,,,,,,,,1.9
89195d290abffff,,1,,,,,,,,0.9
89195d2b137ffff,1,1,,,,,,,,1.9
89195d2b1dbffff,,1,,,,,,,,0.9
89195d2ee4fffff,,4,,,,,,2,,4
89195d34237ffff,,2,,,,,,,,1.8
89195d698dbffff,,1,,,,,,,1,1
89195daee4bffff,,1,,,,,,,,0.9
89195db4823ffff,,1,,,,,,1,1,1.2
89195dd7347ffff,,1,,,,,,,,0.9
8919726f68fffff,,1,,,,,,,,0.9
891972cc18fffff,,1,,,,,,1,,1.1
89182a91d8fffff,,,,,,,,,1,0.1
89182aae543ffff,,,,,,,,,1,0.1
891909c9cc7ffff,,,,,,,,,1,0.1
8919422c5a7ffff,,,,,,,,,1,0.1
8919424e317ffff,,,,,,,,,1,0.1
8919436239bffff,,,,,,,,,1,0.1
89194a0b21bffff,,,,,,,,,1,0.1
89194e85483ffff,1,,,,,,,,2,1.2
8919512b4a3ffff,,,,,,,,,1,0.1
891959ba90bffff,,,,,,,,,2,0.2
89195c0f58bffff,,,,,,,,,1,0.1
89195da4b57ffff,,,,,,,,,1,0.1
89195da62c3ffff,,,,,,,,1,1,0.3
89195dac2a3ffff,,,,,,,,,1,0.1
8919723932fffff,,,,,,,,,1,0.1
891942d084fffff,,,,,,,,,1,0.1
89197316b8fffff,,,,,,,,,1,0.1
89195ca946fffff,,,,,,,,1,,0.2
891951b7607ffff,,,,1,,,,,,0.8
8919424cc77ffff,,,,,,,,,1,0.1
8919427940bffff,,,,,,,,,1,0.1
89194283457ffff,,,,,,,,,1,0.1
89195caa98fffff,,,,,,,,,1,0.1
89190129577ffff,,,,,,,1,,,0.78
89194856e5bffff,,,,,,,1,,,0.78
89182c0aaa3ffff,1,,,,,,,,,1
891942cce5bffff,1,,,,,,,,,1
89194e0c60fffff,1,,,,,,,,,1
89194e0e23bffff,1,,,,,,,,,1
89194e68a63ffff,1,,,,,,,,,1
8919527a973ffff,1,,,,,,,,,1
891958b926bffff,1,,,,,,,,,1
89195901a8fffff,1,,,,,,,,1,1.1
89195c0c1c3ffff,1,,,,,,,,,1
89195cc0537ffff,1,,,,,,,,,1
89195cd9b9bffff,1,,,,,,,1,1,1.3
89195d75c93ffff,1,,,,,,,1,,1.2
89195da8edbffff,1,,,,,,,1,,1.2
89197230403ffff,1,,,,,,,,,1
891972761cbffff,1,,,,,,,1,1,1.3
8919733660bffff,1,,,,,,,,,1
89197664a37ffff,1,,,,,,,,,1
8919428e62fffff,,,1,,,,,,,0.7
89195b46e03ffff,,,1,,,,,,,0.7
89194351cc3ffff,,,,,,,,,1,0.1
8919435837bffff,,,,,,,,,1,0.1
89182566dd7ffff,,,,,,,,,1,0.1
89182567677ffff,,,,,,,,,1,0.1
891875d0a47ffff,,,,,,,,,1,0.1
8919400da27ffff,,,,,,,,,1,0.1
89194044067ffff,,,,,,,,,1,0.1
8919407b64bffff,,,,,,,,,1,0.1
89194104dcbffff,,,,,,,,,1,0.1
891941560bbffff,,,,,,,,,1,0.1
891941622cbffff,,,,,,,,,1,0.1
89194202303ffff,,,,,,,,,1,0.1
8919420ce0fffff,,,,,,,,,1,0.1
891942569afffff,,,,,,,,,1,0.1
891942841afffff,,,,,,,,,1,0.1
891942a1d6fffff,,,,,,,,,1,0.1
891942b36cbffff,,,,,,,,,1,0.1
891942c8b73ffff,,,,,,,,,1,0.1
891942cdca3ffff,,,,,,,,,1,0.1
89194a0605bffff,,,,,,,,,1,0.1
89194ad0ab3ffff,,,,,,,,,2,0.2
89194ad2223ffff,,,,,,,,,1,0.1
89194c58953ffff,,,,,,,,1,1,0.3
89194e6aa0fffff,,,,,,,,,1,0.1
89194e84d07ffff,,,,,,,,,1,0.1
89194ed9e67ffff,,,,,,,,,1,0.1
89195102d4fffff,,,,,,,,,1,0.1
891951062a7ffff,,,,,,,,,1,0.1
891951070dbffff,,,,,,,,,1,0.1
891951b2c37ffff,,,,,,,,,1,0.1
89195202667ffff,,,,,,,,,1,0.1
8919520ae03ffff,,,,,,,,,1,0.1
8919524312fffff,,,,,,,,,1,0.1
891952cd0b7ffff,,,,,,,,,1,0.1
891952d45d3ffff,,,,,,,,,1,0.1
891955d8cd7ffff,,,,,,,,,1,0.1
891958062afffff,,,,,,,,,1,0.1
89195807223ffff,,,,,,,,,1,0.1
891958383cfffff,,,,,,,,,1,0.1
8919586b55bffff,,,,,,,,,1,0.1
89195887377ffff,,,,,,,,,1,0.1
891958b0a9bffff,,,,,,,,,1,0.1
891958c2943ffff,,,,,,,,,1,0.1
891959141a7ffff,,,,,,,,,1,0.1
89195914d43ffff,,,,,,,,,1,0.1
89195ab4d13ffff,,,,,,,,,1,0.1
89195b46363ffff,,,,,,,,,1,0.1
89195b788c3ffff,,,,,,,,,1,0.1
89195c0353bffff,,,,,,,,,1,0.1
89195c0c64fffff,,,,,,,,,1,0.1
89195c0cd93ffff,,,,,,,,,1,0.1
89195c1488fffff,,,,,,,,,1,0.1
89195c234b7ffff,,,,,,,,,1,0.1
89195c39527ffff,,,,,,,,,1,0.1
89195c7160bffff,,,,,,,,,1,0.1
89195cadda7ffff,,,,,,,,,1,0.1
89195d8598bffff,,,,,,,,,1,0.1
891972cc10fffff,,,,,,,,,1,0.1
89197310acfffff,,,,,,,,,1,0.1
891973134cfffff,,,,,,,,,1,0.1
89197325b9bffff,,,,,,,,,1,0.1
8919768c8c7ffff,,,,,,,,,1,0.1
89180189e27ffff,,,,,,,,1,,0.2
89182c0984fffff,,,,,,,,1,,0.2
89182cab057ffff,,,,,,,,1,,0.2
891946391dbffff,,,,,,,,1,,0.2
89194ad0d13ffff,,,,,,,,2,,0.4
89194e6d5c7ffff,,,,,,,,1,,0.2
891951b6aa3ffff,,,,,,,,1,,0.2
891958420abffff,,,,,,,,1,,0.2
891958462b3ffff,,,,,,,,1,,0.2
8919584adcbffff,,,,,,,,1,,0.2
8919587b4abffff,,,,,,,,1,,0.2
891959b9177ffff,,,,,,,,1,,0.2
89195a11863ffff,,,,,,,,1,,0.2
89195aaa857ffff,,,,,,,,2,,0.4
89195ab68b7ffff,,,,,,,,1,,0.2
89195c0d843ffff,,,,,,,,1,,0.2
89195c62e77ffff,,,,,,,,1,,0.2
89195c82dcfffff,,,,,,,,1,,0.2
89195d204b7ffff,,,,,,,,1,,0.2
89195d2b383ffff,,,,,,,,1,,0.2
89195db2a53ffff,,,,,,,,1,,0.2
89194210c53ffff,,,,,,,,1,,0.2
891942765abffff,,,,,,,,1,,0.2
89195805847ffff,,,,,,,,1,,0.2
8919720c68fffff,,,,,,,,1,,0.2
89182e82217ffff,,,,,,,,,1,0.1
89194a91b8bffff,,,,,,,,,1,0.1
89194ad01dbffff,,,,,,,,,1,0.1
89194e21413ffff,,,,,,,,,1,0.1
89195da6e13ffff,,,,,,,,,5,0.5
891825ba65bffff,,,,,,,,1,,0.2
89182ab9373ffff,,,,,,,,1,,0.2
89182e98b33ffff,,,,,,,,2,,0.4
8918743834bffff,,,,,,,,1,,0.2
89190898cabffff,,,,,,,,1,,0.2
89194075c77ffff,,,,,,,,1,,0.2
89194ad2297ffff,,,,,,,,3,,0.6
89194ada3a7ffff,,,,,,,,3,1,0.7
89194e25467ffff,,,,,,,,1,,0.2
89194edb327ffff,,,,,,,,1,,0.2
89195195d2bffff,,,,,,,,2,,0.4
891951b667bffff,,,,,,,,1,,0.2
8919580c813ffff,,,,,,,,1,,0.2
89195816d83ffff,,,,,,,,1,,0.2
8919588732bffff,,,,,,,,1,,0.2
8919590d46fffff,,,,,,,,1,,0.2
8919591025bffff,,,,,,,,1,,0.2
891959cdd97ffff,,,,,,,,2,,0.4
89195d2cc33ffff,,,,,,,,1,,0.2
89195d65027ffff,,,,,,,,1,,0.2
89195da6877ffff,,,,,,,,1,,0.2
891972b9057ffff,,,,,,,,1,,0.2
892a4c14463ffff,,,,,,,,1,,0.2
89182aad68fffff,,,,1,,,,,,0.8
89195990e67ffff,,,,,,,,,1,0.1
89194219143ffff,,,,,,1,,,,0.75
89194ad8c3bffff,1,,,,,,,,1,1.1
89194e61e83ffff,,,,,,,,,1,0.1
891959168a7ffff,,,,,,,,,1,0.1
8919736f237ffff,,,,,,,,,1,0.1
8919422cd33ffff,1,,,,,,,,,1
89194ace04bffff,1,,,,,,,,,1
89194ace5c3ffff,1,,,,,,,,,1
891942ce677ffff,,,,,,,,,1,0.1
89182e58653ffff,,,,,3,,4,,,4.92
89182e9314fffff,,,,,1,,,,,0.6
891909accdbffff,1,1,,,1,,,2,2,3.1
891909af44fffff,,,,,1,,,,,0.6
89192b6cc1bffff,,,,,1,,,,,0.6
89192b74883ffff,,,,,1,,,,,0.6
891940720afffff,,,,,1,,,,,0.6
891942d202fffff,,,,,1,,,,,0.6
891946562cbffff,,,,,1,,,,,0.6
89194a08b9bffff,1,,,,2,,,,,2.2
89194a88847ffff,,,,1,1,,,,,1.4
89194ad0407ffff,,2,,,1,,1,9,2,5.18
89194ad05c7ffff,1,,,,1,,,,,1.6
89194ad2a4fffff,,1,,,1,,2,,,3.06
89194ad88c7ffff,,,,,1,,,,4,1
89194e4dbd3ffff,,,,,1,,,,1,0.7
89195904ca3ffff,,5,,1,9,,,7,,12.1
89195932277ffff,,,,,2,,,1,,1.4
891959b80a7ffff,,,,,3,,,,,1.8
891959b99abffff,,3,,,1,,,,1,3.4
891959b9d1bffff,,,,,1,,,,,0.6
89195c0ea73ffff,,,,,2,,,,2,1.4
89195ca5983ffff,1,,,,1,,,2,2,2.2
89195d88b2bffff,,,,,1,,,,,0.6
891972390b3ffff,1,,,,1,,,,,1.6
89197274637ffff,,,,,1,,,1,,0.8
891972cc183ffff,2,3,,,6,,,4,1,9.2
89197325667ffff,,,,,1,,,,,0.6
8918233a8c7ffff,,,,,1,,,,,0.6
89182a3b00fffff,,,,,1,,,1,,0.8
89194305d07ffff,,1,,,1,,,,,1.5
891943bb27bffff,,,,,1,,,,,0.6
8919484a043ffff,1,3,,,4,,,2,1,6.6
89194ad34afffff,,,,,1,,,4,,1.4
891951b338bffff,,,,,1,,,1,,0.8
8919586b4b3ffff,,,,,1,,,13,,3.2
89195c25457ffff,,,,,2,,,3,,1.8
89195c95b47ffff,,1,,,1,,,,,1.5
89195da5447ffff,,,,,1,,,3,1,1.3
8919727650fffff,,1,,,2,,,11,,4.3
89197324057ffff,3,5,,,2,,,2,2,9.3
891909b8bcbffff,,,,,,,,2,,0.4
89190b3448fffff,,,,,,,,1,,0.2
8919420c973ffff,,,,,,,,5,,1
8919423968bffff,,,,,,,1,4,,1.58
891942912d3ffff,2,2,,,,,,2,,4.2
8919435ae93ffff,,,,,,,,1,,0.2
89194ac1c8bffff,,,,,,,,1,1,0.3
89194ad04abffff,,1,,,,,,3,1,1.6
89194ad11c3ffff,,,,,,,1,4,1,1.68
89194ad324bffff,,1,,,,,,12,,3.3
891951b7573ffff,,,,,,,1,3,,1.38
89195970497ffff,1,2,,1,,,,9,1,5.5
89195971003ffff,,1,,,1,,,2,,1.9
89195aba14fffff,,,,,,,,1,,0.2
89195cada6fffff,,,,,,,,1,,0.2
8919720cb87ffff,,1,,,,,,18,,4.5
891972761c3ffff,,,,,,,,3,,0.6
89197279e83ffff,,,,,,,,4,1,0.9
891943d022fffff,,,,,,,2,,,1.56
891951803abffff,,,,,,,2,,,1.56
89195d09bd7ffff,,,,,,,1,1,,0.98
89182aad637ffff,,,,,,,,,1,0.1
891909acc4bffff,,,,,,,,,1,0.1
89195838267ffff,,,,,,,,,1,0.1
891821228cfffff,,,,,,,,1,,0.2
891825ba113ffff,,,,,,,,1,,0.2
89182a9097bffff,1,,,,,,,2,,1.4
89182c10dabffff,,,,,,,,1,,0.2
89182c14037ffff,,,,,,,,1,,0.2
89182c16393ffff,2,1,,,,,,3,1,3.6
89182c16e83ffff,,,,,,,,2,,0.4
89182c17197ffff,,,,,,,,2,,0.4
89182c1744fffff,,,,,,,,2,,0.4
89182ca8343ffff,,,,,,,,1,,0.2
8918746ea33ffff,,1,,,,,,3,,1.5
89187476627ffff,,,,,,,,1,1,0.3
891874ac16fffff,,,,,,,,1,,0.2
891874ae633ffff,,,,,,,,1,,0.2
8919092c497ffff,,,,,,,,1,,0.2
89190932e23ffff,1,,,,,,,1,,1.2
89190d9400bffff,,,,,,,,1,,0.2
8919282a0cbffff,,3,,,,,,1,,2.9
89192c603a7ffff,,,,,,,,1,,0.2
891941208abffff,,,,,,,,1,,0.2
891942210bbffff,,,,,,,,1,1,0.3
8919427a22bffff,1,3,,,,,,2,1,4.2
8919429a80bffff,,,,,,,,1,,0.2
8919429a903ffff,,,,,,,,2,,0.4
89194365683ffff,,,,,,,,1,,0.2
8919467831bffff,,1,,,,,,2,1,1.4
891948192c7ffff,,,,,,,,1,,0.2
891948545b3ffff,,,,,,,,2,,0.4
89194855a0fffff,,,,,,,,4,,0.8
891948cc617ffff,1,1,,,,,,2,1,2.4
89194a0a007ffff,,,,,,,,1,,0.2
89194a72227ffff,,,,,,,,1,,0.2
89194a9a403ffff,,,,,,,,1,,0.2
89194aca5a7ffff,,,,,,,,1,2,0.4
89194ad0277ffff,,,,,,,,1,1,0.3
89194ad132fffff,,,,,,,,1,,0.2
89194ad13cfffff,,,,,,,,1,,0.2
89194ad1473ffff,,1,,,,,,1,1,1.2
89194ad1603ffff,,1,,,,,,1,,1.1
89194ad311bffff,,1,,,,,,4,,1.7
89194ad3423ffff,,,,,,,,1,,0.2
89194ad3477ffff,,,,,,,,3,,0.6
89194ad363bffff,,,,1,,,,1,,1
89194e0206fffff,,,,,,,,1,,0.2
89194e45833ffff,1,,,,,,,5,,2
89194e68187ffff,,1,,,,,,2,,1.3
89194e69a87ffff,,,,,,,,1,,0.2
89194e78a43ffff,,,,,,,,1,,0.2
891951100bbffff,,,,,,,,1,,0.2
89195195d3bffff,,,,,,,,1,,0.2
891951aae9bffff,,,,,,,,1,,0.2
891952d1503ffff,,,,1,,,,1,,1
891954d0137ffff,,1,,,,,,4,,1.7
89195509d73ffff,,,,,,,,1,,0.2
8919550d06bffff,2,,,,,,,3,,2.6
8919555084bffff,,,,,,,,1,,0.2
8919581a863ffff,,,,,,,,1,,0.2
89195823193ffff,,,,,,,,1,,0.2
8919583b273ffff,,1,,,,,,1,1,1.2
89195876c9bffff,,,,,,,,2,,0.4
8919587a503ffff,1,1,,,,,,3,,2.5
8919587a573ffff,2,2,,,,,,5,1,4.9
89195885567ffff,,,,,,,,1,,0.2
8919588dd47ffff,,,,,,,,1,,0.2
891958b5b63ffff,,,,,,,,2,,0.4
89195902517ffff,,1,,,,,,2,1,1.4
89195988bd3ffff,,,,,,,,2,,0.4
89195ab6973ffff,2,,,,,,,7,1,3.5
89195b4447bffff,,,,,,,,1,,0.2
89195c0058bffff,,1,,,,,,2,,1.3
89195c04243ffff,,,,,,,,1,,0.2
89195c1718bffff,,1,,,,,,1,1,1.2
89195c30243ffff,,,,,,,,1,,0.2
89195c44287ffff,,,,,,,,2,,0.4
89195cada57ffff,,,,,,,,1,,0.2
89195cb627bffff,,,,,,,,1,,0.2
89195cc0497ffff,,1,,1,,,,1,,1.9
89195d0984fffff,,3,,,,,,1,1,3
89195d0998bffff,,,,,,,,1,,0.2
89195d28667ffff,,,,,,,,1,,0.2
89195d2aa4fffff,,,,,,,,1,,0.2
89195d2cb4fffff,1,1,,,,,,4,,2.7
89195d59cafffff,,,,,,,,1,,0.2
89195d84b37ffff,,,,,,,,1,,0.2
89195da129bffff,,,,,,,,1,,0.2
89195da4d6fffff,,,,,,,,4,1,0.9
89195da5517ffff,,,,,,,,1,,0.2
89195ec80cfffff,,,,,,,,1,,0.2
89195ed2d37ffff,,,,,,,,1,,0.2
8919720cb27ffff,,,,,,,,3,,0.6
8919723965bffff,,,,,,,,1,,0.2
8919728a56bffff,,,,,,,,2,,0.4
8919728b187ffff,,,,,,,,1,,0.2
89197334eabffff,1,,,,,,,2,,1.4
891908b6ccfffff,,,,,,,,,2,0.2
89195dd718bffff,,,,,,,,,1,0.1
89182a31013ffff,,,,,,,,,1,0.1
89182c16357ffff,,,,,,,,,1,0.1
89187468867ffff,,,,,,,,,1,0.1
8919410532fffff,,,,,,,,,3,0.3
89194e153bbffff,,,,,,,,,1,0.1
891951a19c3ffff,,1,,,,,,,1,1
89195932057ffff,,,,,,,,,2,0.2
89195988837ffff,,,,,,,,,1,0.1
89195a503cfffff,1,1,,,,,,,2,2.1
89195c33147ffff,,,,,,,,1,1,0.3
891973ad04fffff,,,,,,,,,3,0.3
89195862e93ffff,,,,,,,,,1,0.1
89182e6e1c3ffff,1,,,,,,,,,1
89195c0e953ffff,2,,,,,,,,,2
89195da5467ffff,1,,,,,,,,,1
89195da4a93ffff,,,,,,,,,1,0.1
89182a58ebbffff,1,,,,,,,3,,1.6
89182e58447ffff,1,,,,,,,,,1
89182e6c617ffff,2,1,,,,,,,,2.9
89182e98b2bffff,1,2,,,,,,2,,3.2
89194ad14cfffff,1,2,,,,,,1,,3
89194e0d36bffff,1,,,,,,,,,1
891951a60b3ffff,1,,,,,,,2,,1.4
89195da4807ffff,1,,,,,,,1,,1.2
8919727932fffff,2,4,,,,,,,,5.6
891959a1477ffff,3,4,,,,,,1,,6.8
89195c8e373ffff,2,1,,,,,,1,,3.1
89182c16273ffff,,1,,1,,,,,,1.7
89182c7a203ffff,,1,,,,,,,1,1
89182c9b24bffff,,1,,,,,,,,0.9
89187471a97ffff,,1,,,,,,,,0.9
8919092ccd7ffff,,1,,,,,,,,0.9
891909ae14bffff,,1,,,,,,,,0.9
8919400d24fffff,,1,,,,,,,,0.9
891940722d7ffff,,1,,,,,,,,0.9
89194136487ffff,,2,,,,,,1,2,2.2
8919421145bffff,,2,,,,,,,,1.8
891942c582fffff,,1,,,,,,,1,1
8919435824bffff,,1,,,,,,,,0.9
891943655c3ffff,,1,,,,,,,1,1
8919485b4c7ffff,,1,,,,,,1,,1.1
891948c1373ffff,,1,,,,,,,1,1
891948c19c7ffff,,1,,,,,,,1,1
89194a155abffff,,1,,,,,,,,0.9
89194a55ba7ffff,,1,,,,,,,,0.9
89194a914abffff,,1,,,,,,,,0.9
89194a9541bffff,,1,,,,,,,,0.9
89194accb13ffff,,2,,,,,,1,,2
89194ad22d3ffff,,2,,,,,2,,,3.36
89194ad245bffff,,1,,,,,,,,0.9
89194e2a5d7ffff,,1,,,,,,,,0.9
89194e49ec3ffff,,2,,,,,,,,1.8
89194e699cbffff,,1,,,,,,2,,1.3
89194e6a983ffff,,1,,,,,,,,0.9
89195130623ffff,,1,,,,,,,,0.9
8919518088bffff,,1,,,,,,,,0.9
8919528720bffff,,1,,,,,,,,0.9
891953a514bffff,,1,,,,,,1,1,1.2
89195508967ffff,,1,,,,,,,,0.9
8919550d613ffff,,1,,,,,,,1,1
89195848ea7ffff,,1,,,,,,,,0.9
8919587222fffff,,1,,,,,,,,0.9
89195879a0fffff,1,1,,,,,,2,,2.3
8919587a18bffff,1,1,,,,,,1,10,3.1
891958ad343ffff,,2,,,,,,,,1.8
891959ab6a7ffff,,1,,,,,,,,0.9
89195ab9a9bffff,,1,,,,,,1,,1.1
89195b4455bffff,,1,,,,,,2,,1.3
89195c03177ffff,,1,,,,,,,,0.9
89195c0e097ffff,,1,,,,,,,,0.9
89195c34257ffff,1,1,,,,,,,1,2
89195cb6427ffff,1,3,,,,,,,1,3.8
89195cc0317ffff,,1,,,,,,,,0.9
89195d73533ffff,,1,,,,,,1,,1.1
89195dd1b47ffff,,1,,,,,,,,0.9
89197239603ffff,,1,,,,,,,,0.9
891972760cbffff,,1,,,,,,1,,1.1
89197335637ffff,,1,,,,,,,,0.9
8919768cc1bffff,,1,,,,,,,,0.9
8918215a107ffff,,,,,,,,,1,0.1
89182845b57ffff,,,,,,,,,1,0.1
891909b5db7ffff,,,,,,,,,1,0.1
89194ad730fffff,,,,,,,,,1,0.1
89194e87213ffff,,,,,,,,1,2,0.4
89195261533ffff,,,,,,,,,2,0.2
891955a612fffff,,,,,,,,,1,0.1
8919587a187ffff,,,,,,,,,1,0.1
89195d26aa7ffff,,,,,,,,,1,0.1
89195d32267ffff,,,,,,,,,1,0.1
89195dc4bb3ffff,,,,,,,,,2,0.2
8919724dcabffff,,,,,,,,,1,0.1
891950b237bffff,,,,,,,,,1,0.1
8919420cbb7ffff,,,,1,,,,,,0.8
8919424dda7ffff,,,,1,,,,,,0.8
89194ad90cbffff,,,,1,,,,,,0.8
89194ada5b7ffff,,,,1,,,,3,,1.4
891959ab193ffff,,,,1,,,,,1,0.9
89182ab0e4fffff,,1,,,,,,,,0.9
89182e71ccfffff,,1,,,,,,,,0.9
89194a0d243ffff,,,,,,,2,,,1.56
89194a72033ffff,,,,,,,2,,,1.56
89194a720abffff,,,,,,,1,,,0.78
89194a720afffff,,,,,,,2,,,1.56
89194a7256bffff,,,,,,,4,,,3.12
891942ce9a3ffff,1,,,,,,,,2,1.2
8919510e5b3ffff,,,,,,,,,1,0.1
89195180507ffff,,,,,,,,,2,0.2
891958b596fffff,,,,,,,,,1,0.1
8919728c6cfffff,,,,,,,,,2,0.2
89182c421a3ffff,1,,,,,,,,,1
89182e98947ffff,1,,,,,,,,,1
891909a96a3ffff,1,,,,,,,,,1
891909b411bffff,1,,,,,,,,1,1.1
8919410c19bffff,1,,,,,,,,,1
8919421a943ffff,1,,,,,,,,,1
8919423908bffff,1,,,,,,,,,1
8919426694bffff,1,,,,,,,,,1
89194654263ffff,1,,,,,,,,,1
89194e692b7ffff,1,,,,,,,1,,1.2
8919528251bffff,1,,,,,,,,1,1.1
8919584c48fffff,1,,,,,,,,,1
89195b0ab77ffff,1,,,,,,,,,1
89195c05883ffff,1,,,,,,,,,1
89195c4a9abffff,1,,,,,,,,,1
89195ca342fffff,1,,,,,,,,,1
8919435b263ffff,,,,,,,,,1,0.1
89182570bb7ffff,,,,,,,,,1,0.1
89182572c2fffff,,,,,,,,,1,0.1
891825aee3bffff,,,,,,,,,1,0.1
891825b4903ffff,,,,,,,,,1,0.1
89182c10d57ffff,,,,,,,,,1,0.1
89194171ecfffff,,,,,,,,,1,0.1
8919420093bffff,,,,,,,,,1,0.1
89194206527ffff,,,,,,,,,1,0.1
8919420e97bffff,,,,,,,,,1,0.1
8919420ed03ffff,,,,,,,,,1,0.1
89194214863ffff,,,,,,,,,1,0.1
8919421ad63ffff,,,,,,,,,1,0.1
89194220827ffff,,,,,,,,,1,0.1
8919423109bffff,,,,,,,,,1,0.1
89194232027ffff,,,,,,,,,1,0.1
89194291a2bffff,,,,,,,,,1,0.1
891942a9623ffff,,,,,,,,,1,0.1
891942ad887ffff,,,,,,,,,1,0.1
89194371b23ffff,,,,,,,,,1,0.1
8919464f1b3ffff,,,,,,,,,1,0.1
891946524afffff,,,,,,,,,1,0.1
89194664393ffff,,,,,,,,1,1,0.3
891946c82c7ffff,,,,,,,,,1,0.1
891946c832fffff,,,,,,,,1,1,0.3
89194848497ffff,,,,,,,,,1,0.1
89194ad52d7ffff,,,,,,,,,1,0.1
891950d0217ffff,,,,,,,,,1,0.1
8919511090fffff,,,,,,,,,1,0.1
89195115a2bffff,,,,,,,,,1,0.1
89195182a4fffff,,,,,,,,,1,0.1
891951bae4fffff,,,,,,,,,1,0.1
8919524ed6fffff,,,,,,,,,1,0.1
891952d43abffff,,,,,,,,,1,0.1
891952d5967ffff,,,,,,,,,1,0.1
89195470d8fffff,,,,,,,,,1,0.1
89195526d23ffff,,,,,,,,,1,0.1
8919566dbc3ffff,,,,,,,,,1,0.1
89195816c6fffff,,,,,,,,,1,0.1
89195838273ffff,,,,,,,,,1,0.1
8919583901bffff,,,,,,,,,1,0.1
89195839377ffff,,,,,,,,,1,0.1
89195848e7bffff,,,,,,,,,1,0.1
891958a6617ffff,,,,,,,,,1,0.1
891959b0d77ffff,,,,,,,,,1,0.1
891959b6087ffff,,,,,,,,,1,0.1
89195ad1d83ffff,,,,,,,,,1,0.1
89195b86ebbffff,,,,,,,,,1,0.1
89195c0c1d7ffff,,,,,,,,,1,0.1
89195c0cd27ffff,,,,,,,,,1,0.1
89195c123cbffff,,,,,,,,,1,0.1
89195c142d3ffff,,,,,,,,,1,0.1
89195cac0cbffff,,,,,,,,,1,0.1
89195da6acfffff,,,,,,,,,1,0.1
8919720194fffff,,,,,,,,,1,0.1
891972cc313ffff,,,,,,,,,1,0.1
8919768eb6bffff,,,,,,,,,1,0.1
891976c626bffff,,,,,,,,,1,0.1
89182e21e43ffff,,,,,,,,1,,0.2
891942116a7ffff,,,,,,,,1,,0.2
8919424cc3bffff,,,,,,,,1,,0.2
89194a0c14fffff,,,,,,,,1,,0.2
89194a5a307ffff,,,,,,,,1,,0.2
89194ad837bffff,,,,,,,,1,,0.2
8919582644bffff,,,,,,,,1,,0.2
89195830cb3ffff,,,,,,,,1,,0.2
89195842613ffff,,,,,,,,1,,0.2
8919584656bffff,,,,,,,,1,,0.2
8919586b397ffff,,,,,,,,1,,0.2
891958710cbffff,,,,,,,,1,,0.2
89195ada087ffff,,,,,,,,1,,0.2
89195d47303ffff,,,,,,,,1,,0.2
89195da626fffff,,,,,,,,1,,0.2
89197200a9bffff,,,,,,,,1,,0.2
891972ae663ffff,,,,,,,,1,,0.2
891874ae0bbffff,,,,,,,,1,,0.2
89194128e03ffff,,,,,,,,1,,0.2
8919420c85bffff,,,,,,,,1,,0.2
891942c528fffff,,,,,,,,1,,0.2
89194aa80d3ffff,,,,,,,,1,,0.2
89195882147ffff,,,,,,,,1,,0.2
891805b4077ffff,,,,,,,,,1,0.1
89182ea0ea3ffff,,,,,,,,,1,0.1
8919411ac83ffff,,,,,,,,,1,0.1
891955bab6bffff,,,,,,,,,1,0.1
89195b7256bffff,,,,,,,,,1,0.1
89195c34013ffff,,,,,,,,,2,0.2
89182551cafffff,,,,,,,,1,,0.2
89182c1a33bffff,,,,,,,,1,,0.2
89182c1a957ffff,,,,,,,,1,,0.2
8918747ad27ffff,,,,,,,,1,,0.2
891909ad887ffff,,,,,,,,1,,0.2
891941425c7ffff,,,,,,,,1,,0.2
8919424a227ffff,,,,,,,,1,,0.2
8919427a3afffff,,,,,,,,1,,0.2
89194359a97ffff,,,,,,,,2,,0.4
89194652397ffff,,,,,,,,1,,0.2
89194ac0063ffff,,,,,,,,1,,0.2
89194acea0bffff,,,,,,,,2,,0.4
89194e69c2bffff,,,,,,,,2,,0.4
8919518963bffff,,,,,,,,1,,0.2
891951b74a3ffff,,,,,,,,1,,0.2
89195848eafffff,,,,,,,,1,,0.2
89195aa03a7ffff,,,,,,,,1,,0.2
89195ad0207ffff,,,,,,,,1,,0.2
89195ad8d53ffff,,,,,,,,1,,0.2
89195cc016bffff,,,,,,,,1,,0.2
89195cc03a7ffff,,,,,,,,1,,0.2
89195d09acbffff,,,,,,,,1,,0.2
89195d399d3ffff,,,,,,,,1,,0.2
89195da5833ffff,,,,,,,,1,,0.2
89195e055abffff,,,,,,,,1,,0.2
89197658e13ffff,,,,,,,,1,,0.2
891952d69cbffff,,,,1,,,,,,0.8
89195d2e83bffff,,,,,,,,,1,0.1
